PuzzleId,GameId,FEN,Moves,Rating
Wpwl6,,2r2rk1/1b1nbppp/p1q1pn2/1p6/3P4/P1NBB3/1PQN1PPP/2R2RK1 w - - 11 17,c2b1 c6g2,534
WpwMo,,5r1k/p5pp/2p5/2p1RK2/4QBP1/6P1/P1q5/8 w - - 4 33,f5g5 h7h6 g5g6 f8f6 g6h5 c2h2,1322
Wpvrm,,8/3rp1k1/4Qnp1/7p/7P/pP6/P1P5/1K1q1R2 w - - 2 36,f1d1 d7d1,660
Wpvqy,,7k/6b1/1p4Qp/pNp3p1/2P5/P4b2/1P1r1P1P/6K1 w - - 0 37,h2h3 d2d1 g1h2 g7e5,1405
Wpvw6,,6k1/pp2bnpq/8/2PQp3/1P2R1P1/5P1p/6KP/2B5 w - - 0 33,g2g3 h7h4,1127
WpvvR,,r5k1/pp4pp/4p1r1/8/3N1n1q/PQN4P/1P3PP1/R5RK w - - 3 21,h1h2 g6g2 g1g2 h4h3 h2g1 h3g2,1433
Wpstc,,r6r/pppR2pp/2n1Qnk1/5p1q/8/4B3/PPPN2PP/R6K b - - 4 18,h8e8 e6f7,1128
Wpssn,,3r1rk1/pp2bppp/n1p1p3/4q3/8/PPN1B1P1/2Q3K1/4R2R b - - 3 28,e7a3 c2h7,1276
Wpt8w,,r4rk1/p4ppp/1nqb4/2p1p1N1/2Pp4/6P1/PPQBPP1P/R4RK1 b - - 1 18,h7h6 c2h7,612
Wpt3N,,1k1r4/n5R1/8/qP2p3/P1Q5/4P1P1/4KPP1/8 w - - 2 36,c4e4 a5d2 e2f3 d2d1,1707
WpsjC,,8/3r3p/pR4p1/P1pBk3/2PbP3/5K1P/8/8 b - - 1 38,d7a7 b6e6,756
Wpsi9,,1k1r3r/1pp2p2/p2q1n2/3p1Qpp/6n1/1P2P3/PBPPB1PP/R4RK1 w - - 4 17,b2f6 d6h2,1041
Wpsqs,,8/q1KR2p1/5k1p/3B4/8/3Rb3/4P3/8 w - - 20 52,c7d8 a7b8,1632
Wpso0,,r1b1k2r/ppp2ppp/2n5/2b1p2n/4q3/1PN3K1/PBPP2PP/R2Q1BNR w kq - 6 10,d1h5 e4f4,1088
WptDu,,6k1/pb2rp1p/1p4P1/2q5/2P2Q2/1P4N1/1P3R2/5K2 b - - 0 38,f7g6 f4f8,822
Wpu4Y,,2k5/ppp5/2b1p2p/3pBr2/3P4/3QPpPq/PPP2P1P/R5RK w - - 3 24,d3a3 h3h2 h1h2 f5h5,1361
Wpu2v,,rnbq1rk1/1p1pbpp1/p3p3/3nP1NQ/1p1P3P/8/PBP2PP1/RN2K2R b KQ - 3 11,d5f4 h5h7,1004
Wpu8M,,4r1k1/5pp1/p1p1r3/1q5p/5QnP/2B2NP1/PP1R1P2/2R3K1 w - - 0 26,f3g5 e6e1 c1e1 e8e1 g1g2 b5f1 g2f3 f1h1,1520
Wpu5g,,r1b5/pp4bp/k3p1p1/2Qp4/q7/2p1B3/5PPP/1R4K1 b - - 9 34,b7b6 b1b6 a7b6 c5b6,1563
Wptpl,,3kRr2/2pn1P2/1p4B1/3P2P1/p1P5/8/8/4K3 b - - 2 60,f8e8 f7e8q,1007
WptnK,,r4r1k/pp2b1pp/7q/2p5/4QPbn/7P/PPP1N1B1/R1B2R1K w - - 1 23,h3g4 h4f3 g2h3 h6h3,1468
WptsL,,r2q1rk1/1b2np1p/ppn1p1PQ/2p5/2P1P1P1/P1pP1N2/1P2BP2/R3K2R b KQ - 0 16,f7g6 h6h7,918
WptrB,,8/1R5p/6pk/8/2r4P/6K1/8/8 b - - 12 55,h6h5 b7h7,896
Wr38p,,r4rk1/p4qp1/1pR1b2p/3p4/3Pn3/3QPPBP/PP4P1/1B3RK1 b - - 0 25,e4g3 d3h7,651
Wr35s,,r4rk1/p1p2ppp/2pq4/2b5/4P1n1/8/PPPP2PP/RNB1QR1K w - - 0 12,d2d3 d6h2,753
Wr3GV,,2R5/2R5/2p5/1b2k1P1/7P/2r3K1/8/8 w - - 1 64,g3g4 b5e2,895
Wr3Af,,4rrk1/pb3qpB/1p2Q3/4P3/6R1/6P1/Pp3PP1/1K1R4 b - - 2 23,g8h7 d1h1 h7g8 g4g7 g8g7 e6h6 g7g8 h6h8,2275
Wr2i4,,4rrk1/2Q2ppp/p2p3B/2bbq3/3N4/2P3R1/PP3PPP/R5K1 w - - 7 19,h6g7 e5e1 a1e1 e8e1,707
Wr2hX,,bb4k1/p5pp/4pn2/2pp4/q4PN1/2BP2N1/P5PP/4Q1K1 b - - 1 25,f6g4 e1e6 g8f8 c3g7 f8g7 g3f5 g7h8 e6c8 a4e8 c8e8,2294
Wr2o4,,4r1k1/1pp2ppp/p2R4/2q5/1N4PP/1P3Q2/P1P1r3/1K3R2 b - - 0 29,c7d6 f3f7 g8h8 f7f8 e8f8 f1f8,1125
Wr2kk,,2r5/2r1kp1p/3Rp3/p1nbP1P1/1p1N1P1p/1P2B3/PK2R2P/8 w - - 7 32,d4b5 c5d3 b2a1 c7c1 e3c1 c8c1,939
Wr3JN,,3k1b1r/p1p2p1p/bqNr1p2/2Np4/6Q1/1P2P2P/P2P1PP1/2R1K2R b K - 0 19,d6c6 g4d7,974
WpmrG,,r2q1k1r/p2n1pp1/Q5b1/3p4/1P2nB2/6p1/P2NB1P1/R4RK1 w - - 0 21,d2e4 h8h1 g1h1 d8h4 h1g1 h4h2,1747
WpmnH,,r2qkb1r/p3ppp1/5n1p/4p3/2B3b1/5Q2/PPP2PPP/RNB1K2R w KQkq - 3 11,f3g3 d8d1,434
Wpn16,,6rk/R5pp/1pB2pb1/1P6/P2r4/4q3/6PP/4R2K w - - 0 35,e1e3 d4d1 e3e1 d1e1,453
WpmuY,,r4rk1/pp4pp/4p3/4P3/3qp3/1Q6/P5PP/R3K1NR w KQ - 0 17,a1d1 d4f2,1175
Wr3Xr,,2br1r2/1pk1b1p1/RQp1pp2/2P5/3PBq2/6p1/PP1N2P1/2KR4 b - - 3 27,c7d7 e4c6 b7c6 b6c6,1091
Wr3U8,,r3r1k1/1p3pp1/p7/2NP1b1P/P1P5/2b2B2/5P1P/1R3K1R w - - 6 24,b1b3 f5h3 f3g2 e8e1,1521
Wr3kZ,,2rq1rk1/5ppp/p3pn2/3p4/2pP3Q/2P1R2P/PPB2PP1/R5K1 b - - 1 18,f6d7 h4h7,710
Wr3e1,,8/pp6/2p2k1p/P1P2P2/6p1/3P2P1/1RP2RK1/r3r3 w - - 1 35,f2e2 e1e2,821
Wr1q9,,r1b2rk1/2q2pp1/1pP4p/p3pn2/Pb2N1N1/1P3R1P/2Q1B1P1/2R4K b - - 1 29,f5d4 e4f6 g7f6 g4f6 g8g7 c2h7,1806
Wr1lu,,3rk3/1Q4pp/1P6/4r3/3q4/P7/3p1PPP/3RR1K1 w - - 0 35,d1d2 e5e1,1050
Wr1t3,,5rk1/rpp3pp/3p4/p2n2q1/P1N4N/7K/1P3PP1/R2QR3 w - - 0 22,h4f3 d5f4 h3h2 g5g2,1390
Wr1sM,,5n1k/1b4pp/5p2/p2p1B1Q/1q1P3N/7P/6PK/2q5 b - - 3 32,b4d4 h5h7 f8h7 h4g6 h8g8 f5e6,2081
Wr1M1,,2rq3k/4r1pP/7P/1Q2B1P1/B3n3/8/PP6/1K1q3R w - - 0 41,h1d1 d8d1 a4d1 e4d2 b1a1 c8c1,1807
Wr1JT,,5r1k/p2R4/1p2rpRp/8/3B4/2P5/b4PPP/6K1 w - - 3 26,g6f6 e6e1,578
Wr1is,,r4rk1/ppp1nppp/8/n2P2Nb/2B1Nq2/3Q4/P4PPP/R4RK1 b - - 2 17,a5c4 e4f6 g7f6 d3h7,1113
Wr1SD,,4r1k1/p6p/2p2pp1/2Pb4/R4B2/8/5PPP/5K2 w - - 2 29,a4a7 d5c4 f1g1 e8e1,900
Wr22u,,5r2/1p1n3k/4p1p1/p2pP3/2pP2Rn/P1P4Q/1PB1RK1P/2q5 w - - 5 33,f2g3 f8f3 g3h4 c1h6,2095
Wr2GS,,r1bqkbnr/1p1p1ppp/p1n1p3/2p1P3/4NP2/6P1/PPPP2BP/R1BQK1NR b KQkq - 2 7,g8e7 e4d6,900
Wr2ER,,8/p5rk/1p2P3/5R1p/P1P1p2K/1P6/6r1/5R2 w - - 5 40,f5f7 g2h2,1230
Wr2PE,,1r1q4/pp3kp1/2p3p1/3N1b2/3PP1P1/1Q2b3/PP4Pr/R4R1K w - - 0 22,h1h2 d8h4,1465
Wr2NS,,r4rk1/pbp2p2/1p2p1pB/2b1P3/2P5/3Q4/PPB2qPP/R2R3K w - - 1 19,d1d2 b7g2,1460
Wr27U,,r4rk1/pbp2pp1/1p2pnqp/8/2PP4/5N1P/P1PQBPP1/1R2R1K1 w - - 3 20,f3e5 g6g2,476
Wr23z,,3N1r1k/8/p6p/1p6/3PBqp1/P1P1n3/1P4QP/4R1K1 w - - 1 39,g2g3 f4f1 e1f1 f8f1,1207
Wr2Aw,,2qRn1k1/p4ppp/1p6/2r1P1QP/4b3/1B6/P1P3P1/3R3K w - - 0 32,g5e7 c8h3 h1g1 h3g2,1331
Wr2Av,,r4rk1/pb3pb1/1p2p1p1/2pqnnNp/3p1P2/3P3N/PPP1B1PP/1RB1QRK1 w - - 0 16,f4e5 d5g2,1049
Wpn9l,,r2q1bnr/1p2k1pp/p1np4/2p1p1N1/3PPBQ1/2P5/P4PPP/RN3RK1 b - - 0 11,e5f4 g4e6,813
WppJQ,,8/8/2r3p1/1p5p/kr5P/3PR3/P6R/1K6 w - - 1 44,b1a1 c6c1,866
WppHs,,r4rk1/1b4bp/p2pN1p1/qppP1n2/5P2/3Q4/PP2N1PP/1RB1R1K1 w - - 2 18,e6g7 a5e1,896
WppT8,,5rk1/p4p1p/2p3p1/3p4/1q6/1P1bRQ2/P4PPP/4R1K1 w - - 0 26,e3d3 b4e1,461
WppK7,,5bk1/pR3p1p/6p1/8/8/2P2P2/PP3QPP/3q2K1 w - - 1 27,f2f1 f8c5 g1h1 d1f1,842
Wpooh,,1k4Qr/ppp5/8/2P5/3P3p/2q4P/P4RP1/5RK1 b - - 0 28,h8g8 f2f8 g8f8 f1f8,536
WpoiS,,r3k2r/p4pbp/1qpQbnpN/4p1B1/1N2P3/8/PPP2PPP/R3K2R b KQkq - 0 13,f6e4 d6e7,1157
Wpp86,,8/6r1/R5p1/8/7k/5K2/8/8 b - - 4 51,g6g5 a6h6,1105
Wpox4,,7k/p5p1/1p5p/2b5/3q4/3B2P1/P4r1P/1Q3RK1 w - - 0 28,f1f2 d4f2 g1h1 f2f3,1098
WppVG,,r4rk1/ppp2ppp/8/2bP1N2/5B2/2N2K2/PPP2nP1/R2Q1B1q w - - 2 14,d1d2 h1h5 g2g4 h5g4,1387
Wr4QT,,4r1r1/1pp2p1k/p2p3p/7Q/5P2/PP4Rn/1P4PP/5RqK w - - 9 29,f1g1 h3f2,976
Wr4Q6,,3r3k/1B1P2pp/8/p7/8/1P5P/r5P1/4R1K1 b - - 1 29,a2d2 e1e8 d8e8 d7e8q,1077
Wr4et,,1kr4r/ppp2p2/6q1/8/2Q5/2P3B1/P4P1P/4R1K1 b - - 0 23,h8h6 c4c7 c8c7 e1e8,1306
Wr4c0,,2Q5/6pk/1P3p2/7p/P3qPKP/4P1P1/8/8 w - - 0 47,g4h3 e4h1,916
Wr431,,6k1/6pp/3N1p2/1P1bb3/8/2r4P/6P1/3R3K w - - 0 37,d1d5 c3c1 d5d1 c1d1,620
WppYM,,1k4r1/pp3pr1/5p2/8/8/2P4q/PP1N2Qb/R5RK w - - 0 33,g2h2 h3h2 h1h2 g7h7,1352
Wr4Oh,,6Qk/1ppr1q2/p4p1Q/3P1b2/2p4B/3n1P2/PP4P1/K6R b - - 0 31,h8g8 h6h8 g8h8 h4f6 h8g8 h1h8,2023
Wr44N,,7k/1q4p1/6Qp/pp2p1P1/8/1P6/5P2/6K1 b - - 2 42,a5a4 g6e8 h8h7 g5g6,1176
WpnVU,,5rk1/pp3ppp/1q2p3/3p4/1P1P1QP1/P1r1P2P/6B1/5RK1 b - - 2 24,f8c8 f4f7 g8h8 f7f8 c8f8 f1f8,888
WpnKz,,4Rbk1/r4ppp/1Q1p1q2/P1pP4/2n2P2/2B4P/6P1/R5K1 b - - 5 26,f6c3 e8f8 g8f8 b6d8,1488
Wpne5,,5rk1/pp5p/2p3pP/3pP3/8/2NbP1q1/PP1Q4/4K1R1 w - - 0 27,g1g3 f8f1,574
Wpndj,,4rrQk/p5pp/qpP4N/1R3p2/P2P4/R3P1P1/3n1P1P/6K1 b - - 12 32,f8g8 h6f7,892
WpnDu,,3r1k2/ppp3p1/2p5/6qp/2QbP1b1/2N4P/PPP3PK/5R2 b - - 1 18,f8e8 c4f7,1434
WpnCu,,4r1k1/5ppp/8/1p1p4/1Ppq2PQ/6P1/P5P1/6RK b - - 0 33,e8e4 h4d8 e4e8 d8e8,881
WpnIn,,8/5kpp/p2p3q/1pp1bb2/7r/5Q2/PPP1NPP1/R4RK1 w - - 4 28,e2g3 h4h1 g3h1 h6h2,1714
WpnEc,,2k5/8/1p1Q3p/3p4/6p1/8/rP3PPP/6K1 w - - 0 31,d6d5 a2a1 d5d1 a1d1,564
WpnsM,,r1bqk1nr/pppp2pp/2nb4/4N2Q/3PpP2/8/PPP3PP/RNB1KB1R b KQkq - 2 6,e8f8 h5f7,723
WpoU6,,5k2/1pB3pp/1P1p4/2b1p3/4PqP1/3P1p1P/Q1P2P1K/1R6 w - - 1 30,h2g1 f4g3 g1f1 g3f2,1812
WpoMm,,2r3k1/4Q1pp/p1q5/1p3R2/1P6/3r4/7P/5RK1 b - - 0 30,d3d8 e7f7 g8h8 f7f8 d8f8 f5f8 c8f8 f1f8,1794
WpoZA,,k3r1r1/pb5p/1pRQ4/4P3/8/4P3/PP3PPP/5RK1 w - - 3 23,c6c7 g8g2 g1h1 g2g1 h1g1 e8g8 c7g7 g8g7 d6g6 g7g6,2091
WpoXA,,5Bk1/4R3/p2p2p1/3P3p/1rP5/6R1/5PPP/6K1 w - - 4 37,f8h6 b4b1 h6c1 b1c1 e7e1 c1e1,1060
Wpo2T,,r3r1k1/pp3ppp/1n3q2/4R2b/1P1p4/PB1P1N2/1BP1QP2/R5K1 b - - 0 20,h5f3 e5e8 a8e8 e2e8,1009
Wpnwn,,r2q3r/pbppkpQp/1pn1pNn1/8/5P2/4P2P/PPP3P1/2KR1B1R b - - 2 14,d8f8 d1d7,1212
Wpo5J,,3k1r2/p1p2p1p/1p2pn1p/2b1N3/8/2P5/P1P1KPPP/3R4 b - - 1 17,d8e7 e5c6 e7e8 d1d8,1149
Wpo4A,,Bn3rk1/p4pbp/8/2q2p2/2P3n1/3P2P1/PP3P1P/R1BQR1K1 w - - 1 17,a8d5 c5f2 g1h1 f2h2,890
WqARb,,r2q1rk1/ppp2ppp/3b4/3b4/6Q1/1P2P1P1/PBPP1K1P/RN5R b - - 1 12,d5h1 g4g7,498
WqXV4,,6k1/p2R1p1p/5Bp1/r2p4/4r3/7P/5PPK/8 b - - 5 30,a5a6 d7d8 e4e8 d8e8,669
WqXvN,,5rk1/p4ppp/2p1pb2/3p4/2q2P2/P1P1BN1R/6PP/1Q4K1 b - - 0 21,c4c3 b1h7,848
WqX5n,,r1bq1k2/ppp3b1/3pp3/3P2NQ/2P5/4P3/P4PP1/1N2K3 b - - 5 26,e6d5 h5f7,1101
WqX6K,,r5k1/2qpbppp/4p3/2P5/1p1PQ3/3B1P2/1P3P1P/5RK1 b - - 1 20,a8b8 e4h7 g8f8 h7h8,652
WqYM4,,5k2/3r2p1/p3p2p/1p2Pp2/1P3P2/P7/2r3PP/3R3K w - - 0 29,d1d7 c2c1 d7d1 c1d1,768
WqYPR,,3r2k1/p4pp1/1p2p2p/8/4Q3/2Pq2P1/PP2RPP1/3rR1K1 w - - 13 26,g1f1 d1e1 f1e1 d3d1,1380
WqXz4,,r1b1k2r/pp1n2Rp/2p5/4p3/1QPppq2/3P1N2/PP2PP1P/R3K3 b Qkq - 0 14,e4f3 b4e7,971
WqY4K,,8/6R1/p7/k1pp3P/2P5/KPn5/4r1P1/R7 w - - 0 40,c4d5 c3b5,1099
WqX3K,,r3k2r/1bqp1pp1/p3p3/1p6/3bP1p1/1BNP4/PP1B1PP1/2RQ1RK1 w kq - 0 16,g2g3 c7g3,1261
WqWnp,,6r1/pp1NP3/8/2P2n2/3k1n2/3P4/P4PPK/2R2R2 w - - 3 36,d7f6 g8h8 f6h5 h8h5 h2g1 f4e2,1839
WqWnu,,4r1k1/pp3ppp/5n2/3p4/P7/2P3q1/1P1N1b2/R1BQ1B1K w - - 0 19,d1f3 g3g1,1057
WqW8d,,r1b3k1/1p3rbp/pn1q2p1/4R3/3p4/NBP2Q2/PP3PPP/R5K1 b - - 0 17,d6e5 f3f7 g8h8 f7g8,1228
WqWc5,,6k1/R6p/p1r3p1/1pn2p2/2p5/5P1P/PP1r2P1/3BR1K1 b - - 2 36,d2b2 e1e8,795
WqX0k,,r1b2rk1/p1p5/1bp2q2/3nB1pQ/3P4/8/PP3PPP/RN3RK1 b - - 2 16,f6f7 h5h8,955
WqX13,,k1nr3r/1pQ2pp1/p1p1q3/7p/PP1pPB2/7P/2P2PP1/R4RK1 b - - 2 19,d8d7 c7b8,895
WqWuX,,r1b2k1r/p4ppp/4p3/1p1nN3/1q6/1P6/P3BPPP/R2Q1RK1 b - - 1 16,d5c3 d1d8,914
WqWuo,,3N4/3n4/pp1k1p2/2p2Pp1/4P1P1/1P2K3/P7/8 b - - 4 47,d6e5 d8f7,1306
WqZNe,,r2qbr2/n3k1p1/5bQp/1ppPR3/5P2/2N5/PPB3PP/5RK1 b - - 0 23,f6e5 g6e6,999
WqZUO,,5rk1/3p1pbp/p3p1p1/1p2P3/3P3n/P2QBPNq/1P3P1P/2R3K1 w - - 3 22,d3f1 h4f3 g1h1 h3h2,1190
WqZFL,,8/1p1R1p2/4p2p/1Bk5/P4P1b/5Kr1/2P3P1/8 w - - 7 33,f3e4 f7f5 e4e5 g3e3,1069
WqZII,,r1b3k1/1p2q2Q/4p1p1/p4pN1/1n3P2/3RnB2/PB4PP/7K b - - 0 27,e7h7 d3d8,810
WqZim,,4r1k1/pp3ppp/8/8/4R3/3Q3P/5qPK/8 b - - 1 30,e8e4 d3d8 e4e8 d8e8,1096
WqZn1,,r1b2rk1/pp3ppp/2p1p1n1/2b1P2Q/7q/3B1R2/PPP3PP/RNB4K w - - 3 13,d3g6 h4e1 f3f1 e1f1,933
WqZUk,,4r1k1/2b3p1/6Pp/2B1r3/bP1Q4/8/5PP1/1R1R2K1 w - - 3 36,d1d2 e5e1 b1e1 e8e1,449
WqZZb,,8/2p5/1pk5/p4p1p/2P2K2/5QPq/1P5P/8 b - - 2 43,c6c5 f3d5 c5b4 d5b5,938
WqZBI,,4r1k1/ppp2ppp/2b5/2qp4/8/1P1P2Nn/P1PN2PP/R3QR1K w - - 6 18,e1d1 c5g1 f1g1 h3f2,1422
WqYi1,,8/8/1B1pk3/1p2ppbp/1Pr5/1Q1K1P1P/4N1P1/8 w - - 0 36,b3a3 e5e4 f3e4 f5e4,1337
WqYkf,,B3k3/2q1b1Bp/4QPp1/1p6/n7/6P1/1P3P1K/2q5 b - - 1 33,a4c5 a8c6 e8d8 e6g8 e7f8 g8f8,1961
WqYPj,,2k4r/pR1rbp1p/2Q1p3/6p1/2Pq4/8/6PP/5R1K b - - 1 20,c8d8 b7b8,1103
WqYSk,,6k1/1b3p2/2q1r3/p7/P4N1Q/3P2P1/2P2P2/1R4K1 w - - 5 33,b1b7 e6e1 g1h2 e1h1,1440
WqZ2i,,1b2r1k1/pp1Q2pp/2p2p2/3pN3/PP1Pr2n/2P1B2P/4KPq1/R3R3 b - - 1 26,e8f8 d7e6 g8h8 e5f7 f8f7 e6c8 e4e8 c8e8 f7f8 e8f8,2419
WqZ7G,,2R5/p4pkp/Qp3np1/3p4/8/P3q3/BP4PP/6K1 w - - 0 28,g1h1 e3e1 a6f1 e1f1,847
WqYoo,,r2N2R1/p7/kp6/6P1/2p1P3/2Pn4/P5r1/3K4 b - - 1 34,b6b5 g8g6 a6a5 d8b7 a5a4 g6a6,1722
WqYuS,,r5k1/2N2ppp/1q6/3p2n1/nB6/4rP2/3Q2PP/R1R3K1 w - - 0 26,c7a8 e3e1,1556
WqW60,,3r1rk1/pp3pp1/1np5/5P2/2P1NK2/1P5p/P4P2/3R3R b - - 1 28,b6c8 e4f6 g7f6 d1g1 g8h7 h1h3,1926
WqTMy,,r2q1rk1/2p3pp/4p2P/1p2Qp2/p2P1P2/PbP5/1P3PP1/2KR1B1R b - - 1 18,b3d1 e5g7,1237
WqTQ3,,6q1/pk1b4/1p2p3/1B1pP3/1Q2nP2/2P1P1r1/PP5P/3R1RK1 w - - 0 29,g1h1 g3g1 f1g1 e4f2,1552
WqT12,,1r1k3r/5p2/p3pN2/4Pp1p/7q/P3P2P/8/2RQ2K1 b - - 1 27,d8e7 d1d6,2036
WqT4L,,2rq1rk1/5ppp/5b1B/3ppP1N/1p4Q1/8/1Pb3PP/2R2R1K b - - 1 25,g8h8 h6g7 f6g7 g4g7,1177
WqToa,,5rk1/pp1N2pp/4p3/q2p4/3Pn3/2P4P/P1P3P1/R1KQ3R w - - 2 20,d7f8 a5a3 c1b1 e4c3,1287
WqTtd,,r6r/1pp1kpBp/5p2/pB1P1b2/3Q1P2/2P3K1/4N1Pn/7q b - - 1 24,h8g8 d4f6,1073
WqTTv,,r1b2k1r/ppp2ppp/3p4/3P4/2B1Q3/8/2Pq1PPP/4R1K1 b - - 1 19,c8f5 e4e7 f8g8 e7e8 a8e8 e1e8,1344
WqTiC,,5r1k/p5pp/2p5/1r5q/2N1Q3/1P6/P1R2bPP/5R1K w - - 4 25,e4c6 h5h2 h1h2 b5h5,1275
WqSxg,,6k1/3R2pp/3N3r/p3p3/8/5p2/4b3/5NK1 b - - 0 37,a5a4 d7d8,531
WqS8T,,2R1b2Q/3r1k1p/6p1/p7/8/6N1/1B3PPP/7K w - - 7 36,c8e8 d7d1 e8e1 d1e1 g3f1 e1f1,400
WqSSo,,2r2k2/3n1ppQ/p2q3p/1p1N4/1P1P1PP1/P6P/8/4R1K1 b - - 2 28,d6d5 h7h8,1154
WqRtT,,4rk2/1p3pp1/7r/2p4p/Q1PP4/P7/1P2qPPP/3R1RK1 w - - 0 23,f1e1 e2e1 d1e1 e8e1,623
WqRw8,,8/2rr1p1p/1n3kp1/1p1p4/1P4PP/1BP2R2/5P2/3R2K1 b - - 2 37,f6e6 d1e1 e6d6 f3f6,1350
WqStf,,r1b1kb1r/ppp2ppp/3n4/4P1q1/5n2/1BP5/PP3PPP/RNBQ1RK1 w kq - 0 11,e5d6 g5g2,914
WqSvh,,6k1/1pr2ppp/p7/1r3NP1/6P1/4P3/3R1K2/8 b - - 2 38,g7g6 d2d8,1134
WqSaR,,8/1Q4pp/2p2k2/2p5/8/2P1rK2/PP1R4/2R3q1 w - - 1 32,f3f4 g1g3,994
WqSmF,,6k1/p4p1p/8/6p1/1Prb4/P2p1PN1/3r2PP/3R1K2 w - - 0 32,d1d2 c4c1 d2d1 c1d1,654
WqVBN,,r6r/1ppk1R2/2np4/p3p1q1/1bP5/1QNPP1P1/PP4PP/R5K1 b - - 0 18,d7e6 c4c5 d6d5 b3d5,1092
WqVFY,,r5k1/2p2p2/pb6/1p1pr3/8/1P5Q/1P3qPP/RN3RK1 w - - 0 24,f1f2 e5e1,751
WqUlg,,rn3rQk/p5pp/b1p4N/qpP2p2/3Pp3/4P1P1/PP3PBP/R4K1R b - - 6 17,f8g8 h6f7,832
WqUtr,,5kr1/pp2p2Q/4q3/1B4p1/3B1p1p/5PnP/6P1/R5K1 w - - 0 33,a1a7 e6e1 b5f1 e1f1 g1h2 f1h1,1314
WqW4j,,2k4r/pp2p3/2n3p1/3pP3/3P4/2N1bPK1/PP3N1r/R4R2 w - - 0 26,f2g4 h8h3,1196
WqW58,,5q2/p5k1/bp4Bp/7Q/4p3/3n2PN/PP5P/7K w - - 0 29,g6e4 f8f1 h3g1 d3f2,1362
WqVXl,,3rr1k1/pb2qppp/1p2p1n1/7Q/3R3B/2P5/PPB2PPP/4R1K1 b - - 2 22,g6h4 h5h7 g8f8 h7h8,1102
WqVqA,,r4k2/pp1b1pp1/1qn2b1p/1B1p4/Q7/5N2/PPP2PPP/1K1RR3 w - - 7 18,b5c6 b6b2,923
WqUXn,,2b1rrk1/2q1b2p/ppp3B1/3p3n/3P4/2P4P/PP1N1PQN/R5RK b - - 0 24,h7g6 g2g6 h5g7 g6g7,887
WqUC7,,1k1r4/pppQ3p/6p1/5p2/8/8/P5PP/4R2K b - - 0 27,d8d7 e1e8 d7d8 e8d8,629
WqUGB,,2r1r1k1/5p1p/pp4pB/1b1p1P2/3q4/7Q/PPB2RPP/3R2K1 w - - 1 28,d1d4 e8e1 f2f1 e1f1,615
WqTuD,,6k1/4qppp/p1p1R3/6r1/5Q2/P6P/1PP4K/5R2 b - - 0 35,f7e6 f4b8 e7d8 b8d8,1153
WqTxi,,4r2k/pp2qRp1/2p3rp/8/3P2p1/1Q2P1P1/PP2K1P1/5R2 b - - 7 25,e7e4 f7f8 e8f8 f1f8 h8h7 b3g8,938
WqUR2,,3q1r1k/ppp3p1/2n1Q2r/5RN1/3P3p/2P4P/PP4P1/5RK1 b - - 0 21,h6e6 f5f8 d8f8 f1f8,1365
WqUXk,,1r2k2r/3p1ppp/Q3p3/8/6q1/3B4/PbP1KPPP/1N1R3R w k - 4 19,e2f1 g4d1,682
WqUKU,,2r3k1/6pp/Kp1p4/p5q1/3p4/P6P/1PP1Q1P1/4R3 b - - 3 27,g5c5 e2e6 g8h8 e6e8 c8e8 e1e8,1438
WqUNv,,5bk1/1r3p2/3p2pP/pq1Np1P1/2p1P3/PrP5/KP2R3/1R3Q2 w - - 6 40,f1f6 b3a3 b2a3 b5b1,1437
Wqg37,,7k/Q5p1/5p1p/3q4/P7/1P4PP/2P1R2K/3r4 w - - 1 44,a7f2 d1h1,1028
Wqg3W,,1Q3k2/p3r2B/8/2p1P3/7P/P1P3PK/8/3bq3 b - - 0 39,f8g7 b8g8 g7h6 g8g6,880
WqfkP,,rn2k3/pp1q1pp1/8/2bP4/5P2/P4Ppr/1P4B1/R1BQ1R1K w q - 0 18,g2h3 d7h3,563
WqflL,,r2q3r/pp2k1Q1/2p1p3/3pn3/7p/2P5/PP1N1PPP/2KR3R b - - 0 18,e7d6 d2e4,1101
WqgXk,,2r3k1/3R2pp/6n1/6q1/5n2/PP3Q2/1B4PP/6K1 b - - 4 33,f4e6 f3f7 g8h8 b2g7 e6g7 f7g7,1605
Wqh4J,,r4rk1/ppp2pbp/4p3/3pNP2/3P3q/2PBp3/PP2K1PP/R2Q3R w - - 0 15,e5f3 h4f2,691
Wqg4F,,8/7P/8/8/8/p2pk3/P5r1/3K4 w - - 0 44,h7h8q g2g1,1178
WqgMb,,2k5/p4p1p/2q5/2p1B3/2Q2P1b/1P1Pr2P/P1PR2PK/8 w - - 9 29,c4f7 h4g3 h2g1 e3e1,999
WqfjF,,r4k1r/ppQ4p/2p1Rnp1/2qp4/P7/3p4/5P1P/R5K1 b - - 0 28,a8e8 e6f6 f8g8 c7f7,1361
Wqett,,8/8/p1p2p2/2P5/1P1p2p1/r4kP1/5P2/3R1K2 w - - 2 37,d1d4 a3a1 d4d1 a1d1,423
Wqevk,,1r1r2kb/p1q2p1p/b4npB/4pNQ1/3p4/2P2P2/PP4PP/RN2R1K1 b - - 1 18,c7b6 f5e7,924
WqeRw,,1r1q1rk1/5p1p/2Np4/p3pQP1/2P5/8/PP4P1/R3K3 b Q - 0 23,d8b6 c6e7 g8g7 f5f6,1127
